Disconnect,Disconnect
Connect,Connect
"Add New Condition","Add New Condition"
Attribute,Attribute
Condition,Condition
Value,Value
Dashboard,Dashboard
"Run Contact Sync","Run Contact Sync"
"Run Importer Sync","Run Importer Sync"
"dotmailer Configuration","dotmailer Configuration"
"v. %1","v. %1"
"%1 h","%1 h"
"No limit","No limit"
Locked.,Locked.
"Not Locked.","Not Locked."
"Log Viewer","Log Viewer"
"Edit Rule %1","Edit Rule %1"
"New Rule","New Rule"
Conditions,Conditions
"Exclusion Rule Conditions","Exclusion Rule Conditions"
"Conditions Combination Match","Conditions Combination Match"
ALL,ALL
ANY,ANY
"Rule Information","Rule Information"
"Rule Name","Rule Name"
"Rule Type","Rule Type"
Active,Active
Inactive,Inactive
Websites,Websites
"Exclusion Rule","Exclusion Rule"
"Run syncs to populate email_ tables before importing to Engagement Cloud","Run syncs to populate email_ tables before importing to Engagement Cloud"
"The name of the sync to run","The name of the sync to run"
"Specify a date/time (parsable by \DateTime) to run a sync from (if supported)","Specify a date/time (parsable by \DateTime) to run a sync from (if supported)"
"Started running sync","Started running sync"
"Complete in","Complete in"
"Please select an Engagement Cloud sync to run","Please select an Engagement Cloud sync to run"
"Please select a sync","Please select a sync"
Abandoned,Abandoned
Reports,Reports
"Abandoned Cart Report","Abandoned Cart Report"
Automation,Automation
"Automation Report","Automation Report"
Campaign,Campaign
"Campaign ","Campaign "
"Campaign Report","Campaign Report"
"Catalog ","Catalog "
"Catalog Report","Catalog Report"
Contacts,Contacts
"Contacts ","Contacts "
"Contact Report","Contact Report"
"Cron Tasks","Cron Tasks"
Report,Report
Cron,Cron
"Dashboard ","Dashboard "
"dotdigital Engagement Cloud Dashboard","dotdigital Engagement Cloud Dashboard"
"Please select cron.","Please select cron."
"Please limit Data Field Name to 20 characters.","Please limit Data Field Name to 20 characters."
"Data field successfully created.","Data field successfully created."
"Import Report","Import Report"
Importer,Importer
"Please select importer.","Please select importer."
"Total of %1 record(s) were reset.","Total of %1 record(s) were reset."
"Log Viewer ","Log Viewer "
"dotdigital Log Viewer","dotdigital Log Viewer"
"Order Report","Order Report"
"Review Report","Review Report"
"The rule has been deleted.","The rule has been deleted."
"An error occurred while deleting the rule. Please review the log and try again.","An error occurred while deleting the rule. Please review the log and try again."
"Unable to find a rule to delete.","Unable to find a rule to delete."
"Edit Rule","Edit Rule"
"This rule no longer exists.","This rule no longer exists."
Rules,Rules
"Rules ","Rules "
"Exclusion Rules","Exclusion Rules"
"Rule already exist for website ' . . '. You can only have one rule per website.","Rule already exist for website ' . . '. You can only have one rule per website."
"The rule has been saved.","The rule has been saved."
Done.,Done.
"Engagement Cloud","Engagement Cloud"
Wishlists,Wishlists
"Wishlist Report","Wishlist Report"
"Newsletter Subscription","Newsletter Subscription"
"An error occurred while saving your subscription preferences.","An error occurred while saving your subscription preferences."
"Your subscription preferences have been saved.","Your subscription preferences have been saved."
"Something went wrong while saving your subscription.","Something went wrong while saving your subscription."
"We have saved your subscription.","We have saved your subscription."
"A confirmation request has been sent.","A confirmation request has been sent."
"We have removed your newsletter subscription.","We have removed your newsletter subscription."
"We have updated your subscription.","We have updated your subscription."
"Page not found.","Page not found."
"Not Imported","Not Imported"
Importing,Importing
Imported,Imported
Failed,Failed
is,is
"is not","is not"
"is empty","is empty"
"equal to or greater than","equal to or greater than"
"equal to or less than","equal to or less than"
"greater than","greater than"
"less than","less than"
contains,contains
"does not contain","does not contain"
"Abandoned Cart Exclusion Rule","Abandoned Cart Exclusion Rule"
"Review Email Exclusion Rule","Review Email Exclusion Rule"
"Dotmailer connector API endpoint cannot be empty.","Dotmailer connector API endpoint cannot be empty."
"The endpoint ' . . ' is not permitted.","The endpoint ' . . ' is not permitted."
"---- Default Option ----","---- Default Option ----"
"-- Disabled --","-- Disabled --"
" Hour"," Hour"
" Hours"," Hours"
"15 Minutes","15 Minutes"
"30 Minutes","30 Minutes"
"1 Hour","1 Hour"
"6 Hours","6 Hours"
"12 Hours","12 Hours"
"20 Minutes","20 Minutes"
"25 Minutes","25 Minutes"
"40 Minutes","40 Minutes"
"50 Minutes","50 Minutes"
"60 Minutes","60 Minutes"
String,String
Numeric,Numeric
Yes/No,Yes/No
Private,Private
Public,Public
"CSV file does not exist in email or archive folder.","CSV file does not exist in email or archive folder."
"API Credentials Valid.","API Credentials Valid."
"Authorization has been denied for this request.","Authorization has been denied for this request."
"Expiration date","Expiration date"
"Generated By dotmailer","Generated By dotmailer"
Error,Error
Reference,Reference
Reservation,Reservation
"Merchant Portal","Merchant Portal"
"Invoice ID (#%1)","Invoice ID (#%1)"
"'Invalid Api Version: ' .","'Invalid Api Version: ' ."
"Invalid API version selected!","Invalid API version selected!"
"%1 class doesn't implement \Klarna\Core\Api\BuilderInterface","%1 class doesn't implement \Klarna\Core\Api\BuilderInterface"
"Gift Wrapping","Gift Wrapping"
"%1 class doesn't implement \Klarna\Core\Api\OrderLineInterface","%1 class doesn't implement \Klarna\Core\Api\OrderLineInterface"
"Sales Tax","Sales Tax"
"Requested order doesn't exist","Requested order doesn't exist"
"Order with id ""%1"" does not exist.","Order with id ""%1"" does not exist."
"Order with Reservation ID ""%1"" does not exist.","Order with Reservation ID ""%1"" does not exist."
"Order with session_id ""%1"" does not exist.","Order with session_id ""%1"" does not exist."
"Warning store address has not been set under Store Information.","Warning store address has not been set under Store Information."
"Store(s) affected: ","Store(s) affected: "
"Click here to go to <a href=""%1"">General Configuration</a> and change your settings.","Click here to go to <a href=""%1"">General Configuration</a> and change your settings."
"Warning debug mode should only be enabled when test mode is active","Warning debug mode should only be enabled when test mode is active"
"Click here to go to <a href=""%1"">Klarna Configuration</a> and change your settings.","Click here to go to <a href=""%1"">Klarna Configuration</a> and change your settings."
"Warning the following countries are configured to require a region","Warning the following countries are configured to require a region"
link,link
"Click on this %1 to visit the Klarna Merchant Onboarding Page and request credentials.","Click on this %1 to visit the Klarna Merchant Onboarding Page and request credentials."
"Unable to release authorization for the token %1","Unable to release authorization for the token %1"
"Unable to authorize payment for this order.","Unable to authorize payment for this order."
"Klarna API Credentials are required","Klarna API Credentials are required"
"Missing required attribute(s) on %1: ""%2"".","Missing required attribute(s) on %1: ""%2""."
"Order line totals do not total order_amount - %1 != %2","Order line totals do not total order_amount - %1 != %2"
"Klarna Payments is not enabled","Klarna Payments is not enabled"
"Please check credentials","Please check credentials"
"Unable to initialize Klarna payments session","Unable to initialize Klarna payments session"
"Klarna order not found","Klarna order not found"
"Magento order not found","Magento order not found"
"Suspected Fraud: DO NOT SHIP. If already shipped,
                    please attempt to stop the carrier from delivering.","Suspected Fraud: DO NOT SHIP. If already shipped,
                    please attempt to stop the carrier from delivering."
"Order processed by Klarna.","Order processed by Klarna."
"%1 Klarna %2 api error messages: %3","%1 Klarna %2 api error messages: %3"
"Unable to cancel payment for this order.","Unable to cancel payment for this order."
"Order cancellation failed, please try again.","Order cancellation failed, please try again."
"Unable to capture payment for this order.","Unable to capture payment for this order."
"Payment capture failed, please try again.","Payment capture failed, please try again."
"Payment capture not allowed.","Payment capture not allowed."
"Unable to refund payment for this order.","Unable to refund payment for this order."
"Payment refund failed, please try again.","Payment refund failed, please try again."
"%1 class doesn't implement \Klarna\Ordermanagement\Api\ApiInterface","%1 class doesn't implement \Klarna\Ordermanagement\Api\ApiInterface"
"The RPC (Remote Procedure Call) failed. The connection timed out after %time_out. Please try again later.","The RPC (Remote Procedure Call) failed. The connection timed out after %time_out. Please try again later."
"Message has been rejected: %message","Message has been rejected: %message"
"No bindings configured for the ""%topic"" topic at ""%exchange"" exchange.","No bindings configured for the ""%topic"" topic at ""%exchange"" exchange."
"Consumer ""%consumer"" has not connection.","Consumer ""%consumer"" has not connection."
"Message queue topic ""%topic"" is not configured.","Message queue topic ""%topic"" is not configured."
"Message queue publisher ""%publisher"" is not configured.","Message queue publisher ""%publisher"" is not configured."
"Reader [%name] must implement Magento\Framework\Config\ReaderInterface","Reader [%name] must implement Magento\Framework\Config\ReaderInterface"
"Converter [%name] must implement Magento\Framework\Config\ConverterInterface","Converter [%name] must implement Magento\Framework\Config\ConverterInterface"
"No reply message resulted in RPC.","No reply message resulted in RPC."
"Consumer '%consumer' is not declared.","Consumer '%consumer' is not declared."
"Specified consumer ""%consumer"" is not declared.","Specified consumer ""%consumer"" is not declared."
"Property 'message_id' not found in properties.","Property 'message_id' not found in properties."
"The ""%1"" message code was already processed.","The ""%1"" message code was already processed."
"Error occurred during message decoding.","Error occurred during message decoding."
"Specified topic ""%topic"" is not declared.","Specified topic ""%topic"" is not declared."
"Message with topic ""%topic"" must be an instance of ""%class"".","Message with topic ""%topic"" must be an instance of ""%class""."
"Data item corresponding to ""%param"" must be specified in the message with topic ""%topic"".","Data item corresponding to ""%param"" must be specified in the message with topic ""%topic""."
"Data in topic ""%topic"" must be of type ""%expectedType"". ""%actualType"" given.","Data in topic ""%topic"" must be of type ""%expectedType"". ""%actualType"" given."
"Publisher '%publisher' is not declared.","Publisher '%publisher' is not declared."
"Exception Message","Exception Message"
"Exception successfully thrown","Exception successfully thrown"
"The ""%exchange"" exchange is not declared for the ""%connection"" connection. Verify and try again.","The ""%exchange"" exchange is not declared for the ""%connection"" connection. Verify and try again."
"Error while checking if topic is synchronous","Error while checking if topic is synchronous"
"The field array failed to pass. The array must have a matching condition array.","The field array failed to pass. The array must have a matching condition array."
"The array of fields failed to pass. The array must include at one field.","The array of fields failed to pass. The array must include at one field."
"Invalid combination mode: %1","Invalid combination mode: %1"
"The image content must be valid base64 encoded data.","The image content must be valid base64 encoded data."
"The image MIME type is not valid or not supported.","The image MIME type is not valid or not supported."
"Provided image name contains forbidden characters.","Provided image name contains forbidden characters."
"The image content is invalid. Verify the content and try again.","The image content is invalid. Verify the content and try again."
"Cannot recognize image extension.","Cannot recognize image extension."
"Undefined filter group ""%1"" passed in.","Undefined filter group ""%1"" passed in."
"Custom processor must implement ""%1"".","Custom processor must implement ""%1""."
"Custom processor for field ""%1"" is absent.","Custom processor for field ""%1"" is absent."
"The sort order has to be specified as a string, got %1.","The sort order has to be specified as a string, got %1."
"The sort order has to be specified as %1 for ascending order or %2 for descending order.","The sort order has to be specified as %1 for ascending order or %2 for descending order."
"Sort order field %1 contains restricted symbols","Sort order field %1 contains restricted symbols"
"'The XML in file ""%1"" is invalid:' . ""\n%2\nVerify the XML and try again.""","'The XML in file ""%1"" is invalid:' . ""\n%2\nVerify the XML and try again."""
"The ""%1"" scope can't include a scope code. Try again without entering a scope code.","The ""%1"" scope can't include a scope code. Try again without entering a scope code."
"A scope is missing. Enter a scope and try again.","A scope is missing. Enter a scope and try again."
"The ""%1"" value doesn't exist. Enter another value and try again.","The ""%1"" value doesn't exist. Enter another value and try again."
"A scope code is missing. Enter a code and try again.","A scope code is missing. Enter a code and try again."
"The scope code can include only lowercase letters (a-z), numbers (0-9) and underscores (_). Also, the first character must be a letter.","The scope code can include only lowercase letters (a-z), numbers (0-9) and underscores (_). Also, the first character must be a letter."
"Invalid configuration file: '%1'","Invalid configuration file: '%1'"
"The ""%1"" deployment config file isn't writable.","The ""%1"" deployment config file isn't writable."
"The format is not supported","The format is not supported"
"Wrong format handler type","Wrong format handler type"
"There has been an error with import","There has been an error with import"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page."
"Invalid request received","Invalid request received"
"The header provider is invalid. Verify and try again.","The header provider is invalid. Verify and try again."
"File not found","File not found"
"Command returned non-zero exit code:\n`%1`","Command returned non-zero exit code:\n`%1`"
"Area code is already set","Area code is already set"
"Area code is not set","Area code is not set"
"Area code ""%1"" does not exist","Area code ""%1"" does not exist"
"error when writing file config file","error when writing file config file"
Test,Test
"Instance is not set yet.","Instance is not set yet."
"The following patterns didn't return any result:\n%1","The following patterns didn't return any result:\n%1"
"Can't get contents from: %1","Can't get contents from: %1"
"You don't have permissions to write to the ""%1"" file.","You don't have permissions to write to the ""%1"" file."
"You don't have the permissions to open the ""%1"" file for writing access.","You don't have the permissions to open the ""%1"" file for writing access."
"The ""%1"" file doesn't exist. Verify the file and try again.","The ""%1"" file doesn't exist. Verify the file and try again."
"You don't have permissions to read the ""%1"" file.","You don't have permissions to read the ""%1"" file."
"The ""%1"" file failed to open.","The ""%1"" file failed to open."
"The data failed to write to ""%1"".","The data failed to write to ""%1""."
"Failed to read data from %1","Failed to read data from %1"
"File not opened","File not opened"
"Can't scan dir: %1","Can't scan dir: %1"
"Failed to create directory %1","Failed to create directory %1"
"'%1' file extension is not supported","'%1' file extension is not supported"
"Bad root directory","Bad root directory"
"Current implementation not supported this type (%1) of backup.","Current implementation not supported this type (%1) of backup."
"Not enough permissions to read files for backup","Not enough permissions to read files for backup"
"Failed to create backup","Failed to create backup"
"Warning: necessary space for backup is ' . . 'MB, but your free disc space is ' . . 'MB.","Warning: necessary space for backup is ' . . 'MB, but your free disc space is ' . . 'MB."
"Cant create backups directory","Cant create backups directory"
"Backups directory is not writeable","Backups directory is not writeable"
"Can't load snapshot archive","Can't load snapshot archive"
"You need write permissions for: %1","You need write permissions for: %1"
"The rollback can't be executed because not all files are writable.","The rollback can't be executed because not all files are writable."
dummy,dummy
"Unable to validate ftp account","Unable to validate ftp account"
"Failed to validate ftp account","Failed to validate ftp account"
"Failed to upload file %1 to ftp","Failed to upload file %1 to ftp"
"Invalid value for the node <slab_size>. Expected to be positive integer.","Invalid value for the node <slab_size>. Expected to be positive integer."
"Source class ""%1"" for ""%2"" generation does not exist.","Source class ""%1"" for ""%2"" generation does not exist."
"Some error has occurred.","Some error has occurred."
"Cannot acquire a lock.","Cannot acquire a lock."
"File already exists","File already exists"
"File with an extension ""%value%"" is protected and cannot be uploaded","File with an extension ""%value%"" is protected and cannot be uploaded"
"Incorrect argument sequence in class %1 in %2%3Required: $%4%5Actual  : $%6%7","Incorrect argument sequence in class %1 in %2%3Required: $%4%5Actual  : $%6%7"
"Invalid constructor argument(s) in %1","Invalid constructor argument(s) in %1"
"Missed required argument %1 in parent::__construct call. File: %2","Missed required argument %1 in parent::__construct call. File: %2"
"Incompatible argument type: Required type: %1. Actual type: %2; File: %3%4%5","Incompatible argument type: Required type: %1. Actual type: %2; File: %3%4%5"
"Extra parameters passed to parent construct: %1. File: %2","Extra parameters passed to parent construct: %1. File: %2"
"Argument type duplication in class %1 in %2%3%4","Argument type duplication in class %1 in %2%3%4"
"Topic ""%topic"" is not configured.","Topic ""%topic"" is not configured."
"The ""%serviceMethod"" service method must match the ""%pattern"" pattern.","The ""%serviceMethod"" service method must match the ""%pattern"" pattern."
"Invalid Document %1%2","Invalid Document %1%2"
"Invalid XML-file: %1%2%3","Invalid XML-file: %1%2%3"
"More than one node matching the query: %1, Xml is: %2","More than one node matching the query: %1, Xml is: %2"
"Processed schema file: %1","Processed schema file: %1"
"Unsupported format of schema location: '%1'","Unsupported format of schema location: '%1'"
"Could not locate schema: '%1' at '%2'","Could not locate schema: '%1' at '%2'"
"File '%system' cannot be found","File '%system' cannot be found"
"Could not read config file","Could not read config file"
"%1 doesn't implement ThemeInterface","%1 doesn't implement ThemeInterface"
"Command line user does not have read and write permissions on ' . . ' directory. Please address this issue before using Magento command line.","Command line user does not have read and write permissions on ' . . ' directory. Please address this issue before using Magento command line."
"A [y]es or [n]o selection needs to be made. Select and try again.","A [y]es or [n]o selection needs to be made. Select and try again."
"The root element can't be empty or use numbers. Change the element and try again.","The root element can't be empty or use numbers. Change the element and try again."
"An error occurred. Use non-numeric array root keys and try again.","An error occurred. Use non-numeric array root keys and try again."
"An associative key can't be the same as its parent associative key. Verify and try again.","An associative key can't be the same as its parent associative key. Verify and try again."
"Associative and numeric keys can't be mixed at one level. Verify and try again.","Associative and numeric keys can't be mixed at one level. Verify and try again."
"The list of tasks is empty. Add tasks and try again.","The list of tasks is empty. Add tasks and try again."
"The command shouldn't be empty. Enter and try again.","The command shouldn't be empty. Enter and try again."
"Error during saving of crontab: %1","Error during saving of crontab: %1"
"Your operating system is not supported to work with this command","Your operating system is not supported to work with this command"
"Some error","Some error"
"'Compilation from source: LESS file is empty: ' .","'Compilation from source: LESS file is empty: ' ."
"dbModel read resource does not implement \Magento\Framework\DB\Adapter\AdapterInterface","dbModel read resource does not implement \Magento\Framework\DB\Adapter\AdapterInterface"
"Multiple queries can't be executed. Run a single query and try again.","Multiple queries can't be executed. Run a single query and try again."
"The columns for UPDATE statement are not defined","The columns for UPDATE statement are not defined"
"Trigger %1 has not statements available","Trigger %1 has not statements available"
"Trigger name is not defined","Trigger name is not defined"
"Trigger name should be a string","Trigger name should be a string"
"Trigger unsupported time type","Trigger unsupported time type"
"Trigger time is not defined","Trigger time is not defined"
"Trigger unsupported event type","Trigger unsupported event type"
"Trigger event is not defined","Trigger event is not defined"
"Trigger table name should be a string","Trigger table name should be a string"
"Trigger table name is not defined","Trigger table name is not defined"
"Trigger statement should be a string","Trigger statement should be a string"
"%1 doesn't implement \Magento\Framework\DB\MapperInterface","%1 doesn't implement \Magento\Framework\DB\MapperInterface"
"The select object must have the correct ""FROM"" part. Verify and try again.","The select object must have the correct ""FROM"" part. Verify and try again."
"%1 doesn't implement \Magento\Framework\DB\QueryInterface","%1 doesn't implement \Magento\Framework\DB\QueryInterface"
"db object does not implement \Magento\Framework\DB\Adapter\AdapterInterface","db object does not implement \Magento\Framework\DB\Adapter\AdapterInterface"
"The ""db object"" isn't set in config. Set the ""db object"" and try again.","The ""db object"" isn't set in config. Set the ""db object"" and try again."
"The node information is empty. Enter the information and try again.","The node information is empty. Enter the information and try again."
"The encryption key can't be empty. Enter the key and try again.","The encryption key can't be empty. Enter the key and try again."
"Missed Mapper Interface for Criteria Interface: %1","Missed Mapper Interface for Criteria Interface: %1"
"Filter already exists in Criteria object: %1","Filter already exists in Criteria object: %1"
"Delete Image","Delete Image"
"%1 doesn't extend \Magento\Framework\Data\Form","%1 doesn't extend \Magento\Framework\Data\Form"
"%1 should be an iterator","%1 should be an iterator"
"Element ID must not be numeric: '%1'.","Element ID must not be numeric: '%1'."
"""%2"" is an invalid format of ""%1"" group. Verify the format and try again.","""%2"" is an invalid format of ""%1"" group. Verify the format and try again."
"The ""%1"" is not in the nested set of ""%2"", causing the parent-child relation to break. Verify and try again.","The ""%1"" is not in the nested set of ""%2"", causing the parent-child relation to break. Verify and try again."
"The ""%1"" format of children is invalid. Verify and try again.","The ""%1"" format of children is invalid. Verify and try again."
"The ""%1"" doesn't have ""%2"" as parent, causing the parent-child relation to break. Verify and try again.","The ""%1"" doesn't have ""%2"" as parent, causing the parent-child relation to break. Verify and try again."
"An element with a ""%1"" ID already exists.","An element with a ""%1"" ID already exists."
"An element with a ""%1"" ID is already defined.","An element with a ""%1"" ID is already defined."
"The ""%1"" was incorrectly set as a child to itself. Resolve the issue and try again.","The ""%1"" was incorrectly set as a child to itself. Resolve the issue and try again."
"The ""%3"" cannot be set as child to ""%1"" because ""%1"" is a parent of ""%2"" recursively. Resolve the issue and try again.","The ""%3"" cannot be set as child to ""%1"" because ""%1"" is a parent of ""%2"" recursively. Resolve the issue and try again."
"The ""%1"" is not a child of ""%2"". Resolve the issue and try again.","The ""%1"" is not a child of ""%2"". Resolve the issue and try again."
"The element ""%1"" can't have a parent because ""%2"" is already the parent of ""%1"".","The element ""%1"" can't have a parent because ""%2"" is already the parent of ""%1""."
"The element ""%1"" is already a child of ""%2"".","The element ""%1"" is already a child of ""%2""."
"The element ""%1"" can't have a child because ""%1"" already has a child with alias ""%2"".","The element ""%1"" can't have a child because ""%1"" already has a child with alias ""%2""."
"An array expected: %1","An array expected: %1"
"Invalid method %1::%2","Invalid method %1::%2"
"Object already exists in registry (%1). Old object class: %2, new object class: %3","Object already exists in registry (%1). Old object class: %2, new object class: %3"
"The reference already exists: %1. New index: %2, old index: %3","The reference already exists: %1. New index: %2, old index: %3"
"Key must not exceed %1 bytes.","Key must not exceed %1 bytes."
"Init vector must be a string of %1 bytes.","Init vector must be a string of %1 bytes."
"Not supported cipher version","Not supported cipher version"
"Encryption key must be 32 character string without any white space.","Encryption key must be 32 character string without any white space."
"Unique constraint violation found","Unique constraint violation found"
"One or more input exceptions have occurred while processing bulk.","One or more input exceptions have occurred while processing bulk."
"One or more input exceptions have occurred.","One or more input exceptions have occurred."
"No such entity.","No such entity."
"An authentication error occurred. Verify and try again.","An authentication error occurred. Verify and try again."
"The consumer isn't authorized to access %resources.","The consumer isn't authorized to access %resources."
"Email not confirmed","Email not confirmed"
"The %fieldName value of ""%value"" must be greater than or equal to %minValue.","The %fieldName value of ""%value"" must be greater than or equal to %minValue."
"message %1","message %1"
"Destination folder is not writable or does not exists.","Destination folder is not writable or does not exists."
"Invalid parameter given. A valid $fileId[tmp_name] is expected.","Invalid parameter given. A valid $fileId[tmp_name] is expected."
"Unable to create directory %1.","Unable to create directory %1."
"Path ""%1"" cannot be used with directory ""%2""","Path ""%1"" cannot be used with directory ""%2"""
"The path ""%1"" is not writable.","The path ""%1"" is not writable."
"The ""%1"" file doesn't exist.","The ""%1"" file doesn't exist."
"Unknown directory type: '%1'","Unknown directory type: '%1'"
"An error occurred during ""%1"" execution.","An error occurred during ""%1"" execution."
"Cannot gather stats! %1","Cannot gather stats! %1"
"The contents from the ""%1"" file can't be read. %2","The contents from the ""%1"" file can't be read. %2"
"Directory ""%1"" cannot be created %2","Directory ""%1"" cannot be created %2"
"The path ""%1"" cannot be renamed into ""%2"" %3","The path ""%1"" cannot be renamed into ""%2"" %3"
"The file or directory ""%1"" cannot be copied to ""%2"" %3","The file or directory ""%1"" cannot be copied to ""%2"" %3"
"A symlink for ""%1"" can't be created and placed to ""%2"". %3","A symlink for ""%1"" can't be created and placed to ""%2"". %3"
"The ""%1"" file can't be deleted. %2","The ""%1"" file can't be deleted. %2"
"The directory ""%1"" cannot be deleted %2","The directory ""%1"" cannot be deleted %2"
"The permissions can't be changed for the ""%1"" path. %2.","The permissions can't be changed for the ""%1"" path. %2."
"The ""%1"" file or directory can't be touched. %2","The ""%1"" file or directory can't be touched. %2"
"The specified ""%1"" file couldn't be written. %2","The specified ""%1"" file couldn't be written. %2"
"File ""%1"" cannot be opened %2","File ""%1"" cannot be opened %2"
"File cannot be read %1","File cannot be read %1"
"The ""%1"" CSV handle is incorrect. Verify the handle and try again.","The ""%1"" CSV handle is incorrect. Verify the handle and try again."
"An error occurred during ""%1"" fileSeek execution.","An error occurred during ""%1"" fileSeek execution."
"An error occurred during ""%1"" fileClose execution.","An error occurred during ""%1"" fileClose execution."
"An error occurred during ""%1"" filePutCsv execution.","An error occurred during ""%1"" filePutCsv execution."
"An error occurred during ""%1"" fileFlush execution.","An error occurred during ""%1"" fileFlush execution."
"An error occurred during ""%1"" fileLock execution.","An error occurred during ""%1"" fileLock execution."
"An error occurred during ""%1"" fileUnlock execution.","An error occurred during ""%1"" fileUnlock execution."
"The download URL is incorrect. Verify and try again.","The download URL is incorrect. Verify and try again."
"Something went wrong while connecting to the host. Error#%1 - %2.","Something went wrong while connecting to the host. Error#%1 - %2."
"The file ""%1"" already exists","The file ""%1"" already exists"
"Cannot write to the ""%1"" file. %2","Cannot write to the ""%1"" file. %2"
"Cannot flush the ""%1"" file. %2","Cannot flush the ""%1"" file. %2"
"The specified host is empty. Set the host and try again.","The specified host is empty. Set the host and try again."
"The FTP connection couldn't be established because of an invalid host or port.","The FTP connection couldn't be established because of an invalid host or port."
"The username or password is invalid. Verify both and try again.","The username or password is invalid. Verify both and try again."
"The path is invalid. Verify and try again.","The path is invalid. Verify and try again."
"The file transfer mode is invalid. Verify and try again.","The file transfer mode is invalid. Verify and try again."
"Please define flag code.","Please define flag code."
"Enum type ""%1"" not defined","Enum type ""%1"" not defined"
"%1 operator not supported","%1 operator not supported"
"Can't support nested operators","Can't support nested operators"
"Nesting ""OR"" node type not supported","Nesting ""OR"" node type not supported"
"Sub nesting of %1 is not supported","Sub nesting of %1 is not supported"
"No mapping to Webonyx type is declared for '%1' config element type.","No mapping to Webonyx type is declared for '%1' config element type."
"Unable to write file into directory product/cache. Access forbidden.","Unable to write file into directory product/cache. Access forbidden."
"Circular dependency references from '%indexerId' to '%relatedIndexerId'.","Circular dependency references from '%indexerId' to '%relatedIndexerId'."
"Dependency declaration '%relatedIndexerId' in '%indexerId' to the non-existing indexer.","Dependency declaration '%relatedIndexerId' in '%indexerId' to the non-existing indexer."
"%1 indexer does not exist.","%1 indexer does not exist."
"Memory size allocated for the temporary table is more than 20% of innodb_buffer_pool_size. Please update innodb_buffer_pool_size or decrease batch size value (which decreases memory usages for the temporary table). Current batch size: %1; Allocated memory size: %2 bytes; InnoDB buffer pool size: %3 bytes.","Memory size allocated for the temporary table is more than 20% of innodb_buffer_pool_size. Please update innodb_buffer_pool_size or decrease batch size value (which decreases memory usages for the temporary table). Current batch size: %1; Allocated memory size: %2 bytes; InnoDB buffer pool size: %3 bytes."
"Indexer public name","Indexer public name"
"Indexer public description","Indexer public description"
"Incorrect interface in %1. There is no method [ %2 ] in %3 interface","Incorrect interface in %1. There is no method [ %2 ] in %3 interface"
"Invalid [%1] $%2 type in %3::%4. It must be compatible with %5","Invalid [%1] $%2 type in %3::%4. It must be compatible with %5"
"Invalid [%1] $%2 type in %3::%4. It must be compatible with \\Closure","Invalid [%1] $%2 type in %3::%4. It must be compatible with \\Closure"
"Invalid method signature. Invalid method parameters count in %1::%2","Invalid method signature. Invalid method parameters count in %1::%2"
"Incompatible parameter type [%1 $%2] in %3::%4. It must be compatible with %5","Incompatible parameter type [%1 $%2] in %3::%4. It must be compatible with %5"
"Current connection is already holding lock for %1, only single lock allowed","Current connection is already holding lock for %1, only single lock allowed"
"Lock name too long: %1...","Lock name too long: %1..."
"The path needs to be a non-empty string.","The path needs to be a non-empty string."
"Cannot create the directory for locks: %1","Cannot create the directory for locks: %1"
"Cannot verify that the lock exists.","Cannot verify that the lock exists."
"The host needs to be a non-empty string.","The host needs to be a non-empty string."
"Failed creating the path %1","Failed creating the path %1"
"Failed creating lock %1","Failed creating lock %1"
"Zookeeper connection timed out!","Zookeeper connection timed out!"
"Unknown locks provider: %1","Unknown locks provider: %1"
"php extension Zookeeper is not installed.","php extension Zookeeper is not installed."
"Unknown template type","Unknown template type"
"Invalid range given.","Invalid range given."
"Exception instance doesn't match %1 type","Exception instance doesn't match %1 type"
"Cannot render error message!","Cannot render error message!"
"some text","some text"
"The resource isn't set.","The resource isn't set."
"Model collection resource name is not defined.","Model collection resource name is not defined."
"Delete operation is forbidden for current area","Delete operation is forbidden for current area"
"The configuration for the ""%1"" type is incorrect. Verify the type and configuration and try again.","The configuration for the ""%1"" type is incorrect. Verify the type and configuration and try again."
"Empty identifier field name","Empty identifier field name"
"Empty main table name","Empty main table name"
"%1 already exists.","%1 already exists."
"%1 already exist.","%1 already exist."
"The connection is invalid. Verify the connection and try again.","The connection is invalid. Verify the connection and try again."
"The query is invalid. Verify the query and try again.","The query is invalid. Verify the query and try again."
"Invalid Document: %1%2 Error: %3","Invalid Document: %1%2 Error: %3"
"The write connection to the database isn't available. Please try again later.","The write connection to the database isn't available. Please try again later."
"Table %1 does not exist","Table %1 does not exist"
"Table status for %1 is incorrect. Can`t fetch version id.","Table status for %1 is incorrect. Can`t fetch version id."
"View's identifier is not set","View's identifier is not set"
"Signature method %1 is not supported","Signature method %1 is not supported"
"The signature is invalid. Verify and try again.","The signature is invalid. Verify and try again."
"The ""%1"" Oauth version isn't supported.","The ""%1"" Oauth version isn't supported."
"The token length is invalid. Check the length and try again.","The token length is invalid. Check the length and try again."
msg,msg
"Message with period.","Message with period."
"Type Error occurred when creating object: %type","Type Error occurred when creating object: %type"
"The ""%value"" value's type is invalid. The ""%type"" type was expected. Verify and try again.","The ""%value"" value's type is invalid. The ""%type"" type was expected. Verify and try again."
