"simple text with 1 string literal placeholder %1","simple text with 1 string literal placeholder %1"
"simple text with 1 variable placeholder %1","simple text with 1 variable placeholder %1"
"simple text with multiple placeholders %1 %2","simple text with multiple placeholders %1 %2"
"first part second part","first part second part"
"first part second part third part","first part second part third part"
"first part second part with one string literal placeholder %1","first part second part with one string literal placeholder %1"
"first part of concat second part with one variable placeholder %1","first part of concat second part with one variable placeholder %1"
"first part of concat second part with two placeholders %1, %2","first part of concat second part with two placeholders %1, %2"
"first part of concat second part third part with one placeholder %1","first part of concat second part third part with one placeholder %1"
"first part of concat second part third part with two placeholders %1, %2","first part of concat second part third part with two placeholders %1, %2"
"string with escaped 'single quotes'","string with escaped 'single quotes'"
"string with placeholder in escaped single quotes '%1'","string with placeholder in escaped single quotes '%1'"
"string with ""double quotes""","string with ""double quotes"""
"string with placeholder in double quotes ""%1""","string with placeholder in double quotes ""%1"""
"string with 'single quotes'","string with 'single quotes'"
"string with placeholder in single quotes '%1'","string with placeholder in single quotes '%1'"
"string with escaped ""double quotes""","string with escaped ""double quotes"""
"string with placeholder in escaped double quotes ""%1""","string with placeholder in escaped double quotes ""%1"""
"string that's got an unclosed single quote in it","string that's got an unclosed single quote in it"
Helper,Helper
Model,Model
"Module template","Module template"
"Theme template","Theme template"
"Model unused","Model unused"
"Theme template unused","Theme template unused"
"Update to your %1 shipment","Update to your %1 shipment"
"The shipment has been created.","The shipment has been created."
"Your %1 order has shipped","Your %1 order has shipped"
"Password Reset Confirmation for %1","Password Reset Confirmation for %1"
"Unlocked %1 user(s).","Unlocked %1 user(s)."
"Invalid URL path: %1","Invalid URL path: %1"
"Capitalization of class name '%1' does not match expected '%2'","Capitalization of class name '%1' does not match expected '%2'"
"Sorry, but we can't find the new parent category you selected.","Sorry, but we can't find the new parent category you selected."
"'NOTE: Manual static content deployment is not required in ""default"" and ""developer"" modes.' . . 'In ""default"" and ""developer"" modes static contents are being deployed automatically on demand.' . . 'If you still want to deploy in these modes, use -f option: ' . ""'bin/magento setup:static-content:deploy -f'""","'NOTE: Manual static content deployment is not required in ""default"" and ""developer"" modes.' . . 'In ""default"" and ""developer"" modes static contents are being deployed automatically on demand.' . . 'If you still want to deploy in these modes, use -f option: ' . ""'bin/magento setup:static-content:deploy -f'"""
"%1 failed. See previous output.","%1 failed. See previous output."
"The configurable product's SKU pattern must be unique in an attribute set.","The configurable product's SKU pattern must be unique in an attribute set."
"The configurable product config is invalid. Verify the product and try again.","The configurable product config is invalid. Verify the product and try again."
"The amount of images to generate wasn't specified. Enter the amount and try again.","The amount of images to generate wasn't specified. Enter the amount and try again."
"The amount of images per product wasn't specified. Enter the amount and try again.","The amount of images per product wasn't specified. Enter the amount and try again."
"Cannot generate entities - error occurred during template creation: %1","Cannot generate entities - error occurred during template creation: %1"
"Cannot save entity. Error occurred: %1","Cannot save entity. Error occurred: %1"
"The entity ID field for the ""%1"" table wasn't found. Verify the field and try again.","The entity ID field for the ""%1"" table wasn't found. Verify the field and try again."
"The primary key for the ""%1"" table wasn't found. Verify the key and try again.","The primary key for the ""%1"" table wasn't found. Verify the key and try again."
"The ""%1"" path is invalid. Verify the path and try again.","The ""%1"" path is invalid. Verify the path and try again."
"Error during compilation","Error during compilation"
phrase,phrase
Exception,Exception
message,message
"Not Valid!","Not Valid!"
"An unsupported currency is currently selected. Please review our configuration guide.","An unsupported currency is currently selected. Please review our configuration guide."
"More Information","More Information"
"You will be registering for a %1 account based on the base currency of your shop (%2).","You will be registering for a %1 account based on the base currency of your shop (%2)."
"Get started with account registration","Get started with account registration"
or,or
"I've already setup Amazon Pay, I want to edit my settings","I've already setup Amazon Pay, I want to edit my settings"
"""In order to enable automatic account configuration using Amazon's secure key "" . 'exchange, please turn on secure admin pages in General > Web > Use secure URLs in Admin.'","""In order to enable automatic account configuration using Amazon's secure key "" . 'exchange, please turn on secure admin pages in General > Web > Use secure URLs in Admin.'"
"Updating your config with new keys, please wait...","Updating your config with new keys, please wait..."
"Paste JSON credentials here","Paste JSON credentials here"
"Save Credentials","Save Credentials"
"Back to register or connect an account","Back to register or connect an account"
"Amazon Pay","Amazon Pay"
"Are you an Amazon customer? Pay now with address and payment details stored in your Amazon account.","Are you an Amazon customer? Pay now with address and payment details stored in your Amazon account."
"If you created this account using Amazon Pay, you might not know your site password.","If you created this account using Amazon Pay, you might not know your site password."
"Request a password to change your account password.","Request a password to change your account password."
"Welcome back!","Welcome back!"
"A shop account for this email address already exists. Please enter your shop accounts password to log in without leaving the shop.","A shop account for this email address already exists. Please enter your shop accounts password to log in without leaving the shop."
Ok,Ok
"Continue as Guest","Continue as Guest"
"Login with Amazon","Login with Amazon"
"With Amazon Pay and Login with Amazon, you can easily sign-in and use the shipping and payment information stored in your Amazon account to place an order on this shop. ","With Amazon Pay and Login with Amazon, you can easily sign-in and use the shipping and payment information stored in your Amazon account to place an order on this shop. "
"Securely login into our website using your existing Amazon details.","Securely login into our website using your existing Amazon details."
"You will be redirected shortly...","You will be redirected shortly..."
"If you are not redirected automatically, try refreshing the page, or return to your cart and use another payment method.","If you are not redirected automatically, try refreshing the page, or return to your cart and use another payment method."
"API valid","API valid"
"Cron last execution","Cron last execution"
"Dynamic content passcode","Dynamic content passcode"
"Abandoned cart limit time","Abandoned cart limit time"
Auth,Auth
"Last failed auth","Last failed auth"
"PHP Version","PHP Version"
"PHP max execution time","PHP max execution time"
"Mode ","Mode "
"Magento Version ","Magento Version "
"Connector Version ","Connector Version "
"Select Log File:","Select Log File:"
"Marketing Automation Log","Marketing Automation Log"
"Magento System Log","Magento System Log"
"Magento Exception Log","Magento Exception Log"
"Magento Debug Log","Magento Debug Log"
Reload,Reload
"Websites View:","Websites View:"
"Stores Configuration","Stores Configuration"
"Please confirm scope switching. All data that hasn't been saved will be lost.","Please confirm scope switching. All data that hasn't been saved will be lost."
"Click here for status","Click here for status"
"PRODUCT STYLING PREVIEW","PRODUCT STYLING PREVIEW"
"COUPON STYLING PREVIEW","COUPON STYLING PREVIEW"
DOT-XXX-XXX-XXX,DOT-XXX-XXX-XXX
Total,Total
"Take Me To My Basket","Take Me To My Basket"
Preferences,Preferences
Subscriptions,Subscriptions
"Leave a review","Leave a review"
"View Now","View Now"
"Feefo Feedback","Feefo Feedback"
"See what our customers say about us","See what our customers say about us"
"Click Here","Click Here"
"System Messages:","System Messages:"
"Critical System Messages","Critical System Messages"
"Major System Messages","Major System Messages"
"System messages","System messages"
Notifications,Notifications
Close,Close
"See All (","See All ("
" unread)"," unread)"
"Successful! Test again?","Successful! Test again?"
"Connection failed! Test again?","Connection failed! Test again?"
"Advanced Reporting","Advanced Reporting"
"Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data.","Gain new insights and take command of your business' performance, using our dynamic product, order, and customer reports tailored to your customer data."
